id,name,degrees,textbook
43820,浴,4,华严经
43821,氛,4,华严经
43822,讥,4,华严经
43823,饱,4,华严经
43824,骂,4,华严经
43825,暑,4,华严经
43826,丧,4,华严经
43827,犬,4,华严经
43828,虫,4,华严经
43829,蹈,4,华严经
43830,豪,4,华严经
43831,怪,4,华严经
43832,魅,4,华严经
43833,赴,4,华严经
43834,敏,4,华严经
43835,粮,4,华严经
43836,酬,4,华严经
43837,径,4,华严经
43838,筏,4,华严经
43839,走,4,华严经
43840,览,4,华严经
43841,撮,4,华严经
43842,娆,4,华严经
43843,彰,4,华严经
43844,闲,4,华严经
43845,懒,4,华严经
43846,佐,4,华严经
43847,环,4,华严经
43848,里,4,华严经
43849,抚,4,华严经
43850,肠,4,华严经
43851,雾,4,华严经
43852,励,4,华严经
43853,遽,4,华严经
43854,刍,4,华严经
43855,幸,4,华严经
43856,滞,4,华严经
43857,坠,4,华严经
43858,儿,4,华严经
43859,沾,4,华严经
43860,角,4,华严经
43861,伺,4,华严经
43862,妇,4,华严经
43863,辉,4,华严经
43864,弦,4,华严经
43865,莂,4,华严经
43866,氲,4,华严经
43867,恃,4,华严经
43868,膜,4,华严经
43869,匿,4,华严经
43870,阜,3,华严经
43871,按,3,华严经
43872,弓,3,华严经
43873,勃,3,华严经
43874,嗟,3,华严经
43875,辛,3,华严经
43876,闷,3,华严经
43877,窃,3,华严经
43878,浣,3,华严经
43879,枷,3,华严经
43880,钟,3,华严经
43881,嬉,3,华严经
43882,牵,3,华严经
43883,薪,3,华严经
43884,奴,3,华严经
43885,钤,3,华严经
43886,炎,3,华严经
43887,肆,3,华严经
43888,炷,3,华严经
43889,耆,3,华严经
43890,粒,3,华严经
43891,着,3,华严经
43892,役,3,华严经
43893,线,3,华严经
43894,楞,3,华严经
43895,鱼,3,华严经
43896,罄,3,华严经
43897,砌,3,华严经
43898,g,3,华严经
43899,旧,3,华严经
43900,厚,3,华严经
43901,宥,3,华严经
43902,罚,3,华严经
43903,恕,3,华严经
43904,k,3,华严经
43905,驱,3,华严经
43906,稚,3,华严经
43907,俦,3,华严经
43908,浆,3,华严经
43909,鬓,3,华严经
43910,璧,3,华严经
43911,络,3,华严经
43912,戟,3,华严经
43913,瑟,3,华严经
43914,屠,3,华严经
43915,臻,3,华严经
43916,愦,3,华严经
43917,妃,3,华严经
43918,缮,3,华严经
43919,偷,3,华严经
43920,坊,3,华严经
43921,轭,3,华严经
43922,龟,3,华严经
43923,纥,3,华严经
43924,笈,3,华严经
43925,箫,3,华严经
43926,挠,3,华严经
43927,跟,3,华严经
43928,窥,3,华严经
43929,惛,3,华严经
43930,庸,3,华严经
43931,笛,3,华严经
43932,钩,3,华严经
43933,妹,3,华严经
43934,窜,3,华严经
43935,剃,3,华严经
43936,窣,3,华严经
43937,姊,3,华严经
43938,佣,3,华严经
43939,顿,3,华严经
43940,诈,3,华严经
43941,械,3,华严经
43942,脆,3,华严经
43943,剧,3,华严经
43944,堞,3,华严经
43945,轴,3,华严经
43946,袤,3,华严经
43947,荡,3,华严经
43948,继,3,华严经
43949,练,3,华严经
43950,杪,3,华严经
43951,髀,3,华严经
43952,亏,3,华严经
43953,砾,3,华严经
43954,追,3,华严经
43955,洄,3,华严经
43956,产,3,华严经
43957,袒,3,华严经
43958,夕,3,华严经
43959,卒,3,华严经
43960,刃,3,华严经
43961,詖,3,华严经
43962,裳,3,华严经
43963,涕,3,华严经
43964,薮,3,华严经
43965,扇,3,华严经
43966,拏,3,华严经
43967,春,3,华严经
43968,睥,3,华严经
43969,钏,3,华严经
43970,瓦,3,华严经
43971,矛,3,华严经
43972,槁,3,华严经
43973,段,3,华严经
43974,噬,3,华严经
43975,冤,3,华严经
43976,换,3,华严经
43977,萃,3,华严经
43978,射,3,华严经
43979,禰,3,华严经
43980,哲,3,华严经
43981,洹,3,华严经
43982,飘,3,华严经
43983,q,3,华严经
43984,鹅,3,华严经
43985,躁,3,华严经
43986,抹,3,华严经
43987,荆,3,华严经
43988,式,3,华严经
43989,谢,3,华严经
43990,党,3,华严经
43991,遵,3,华严经
43992,沐,3,华严经
43993,藤,3,华严经
43994,束,3,华严经
43995,宾,2,华严经
43996,嶷,2,华严经
43997,枳,2,华严经
43998,缩,2,华严经
43999,劬,2,华严经
44000,庶,2,华严经
44001,毂,2,华严经
44002,滑,2,华严经
44003,叵,2,华严经
44004,跪,2,华严经
44005,花,2,华严经
44006,孰,2,华严经
44007,蓐,2,华严经
44008,析,2,华严经
44009,检,2,华严经
44010,蚌,2,华严经
44011,蜂,2,华严经
44012,洎,2,华严经
44013,膏,2,华严经
44014,斩,2,华严经
44015,窄,2,华严经
44016,穑,2,华严经
44017,什,2,华严经
44018,猗,2,华严经
44019,附,2,华严经
44020,菡,2,华严经
44021,鸡,2,华严经
44022,钱,2,华严经
44023,壅,2,华严经
44024,蚊,2,华严经
44025,潦,2,华严经
44026,渔,2,华严经
44027,痫,2,华严经
44028,吻,2,华严经
44029,涩,2,华严经
44030,箧,2,华严经
44031,醉,2,华严经
44032,汁,2,华严经
44033,漱,2,华严经
44034,耘,2,华严经
44035,堄,2,华严经
44036,婢,2,华严经
44037,寺,2,华严经
44038,货,2,华严经
44039,霞,2,华严经
44040,辇,2,华严经
44041,馥,2,华严经
44042,沟,2,华严经
44043,详,2,华严经
44044,政,2,华严经
44045,濩,2,华严经
44046,龄,2,华严经
44047,伐,2,华严经
44048,箱,2,华严经
44049,辍,2,华严经
44050,狼,2,华严经
44051,弧,2,华严经
44052,芳,2,华严经
44053,拒,2,华严经
44054,虹,2,华严经
44055,付,2,华严经
44056,累,2,华严经
44057,舸,2,华严经
44058,焕,2,华严经
44059,塠,2,华严经
44060,峙,2,华严经
44061,笼,2,华严经
44062,狗,2,华严经
44063,藉,2,华严经
44064,墀,2,华严经
44065,麻,2,华严经
44066,夭,2,华严经
44067,避,2,华严经
44068,鼠,2,华严经
44069,杻,2,华严经
44070,犁,2,华严经
44071,骑,2,华严经
44072,旅,2,华严经
44073,曹,2,华严经
44074,稻,2,华严经
44075,潜,2,华严经
44076,惬,2,华严经
44077,渗,2,华严经
44078,晃,2,华严经
44079,讲,2,华严经
44080,佚,2,华严经
44081,送,2,华严经
44082,朔,2,华严经
44083,披,2,华严经
44084,矫,2,华严经
44085,玺,2,华严经
44086,敢,2,华严经
44087,渚,2,华严经
44088,衔,2,华严经
44089,祸,2,华严经
44090,竹,2,华严经
44091,蛊,2,华严经
44092,抟,2,华严经
44093,羽,2,华严经
44094,瀑,2,华严经
44095,吸,2,华严经
44096,庇,2,华严经
44097,斫,2,华严经
44098,诏,2,华严经
44099,臀,2,华严经
44100,衄,2,华严经
44101,隔,2,华严经
44102,徙,2,华严经
44103,磁,2,华严经
44104,元,2,华严经
44105,打,2,华严经
44106,幔,2,华严经
44107,秀,2,华严经
44108,翦,2,华严经
44109,符,2,华严经
44110,鹫,2,华严经
44111,矢,2,华严经
44112,壬,2,华严经
44113,赖,2,华严经
44114,擎,2,华严经
44115,赎,2,华严经
44116,剥,2,华严经
44117,偶,2,华严经
44118,阵,2,华严经
44119,贡,2,华严经
44120,爰,2,华严经
44121,巍,2,华严经
44122,存,2,华严经
44123,翔,2,华严经
44124,很,2,华严经
44125,农,2,华严经
44126,澡,2,华严经
44127,羡,2,华严经
44128,褥,2,华严经
44129,悋,2,华严经
44130,佥,2,华严经
44131,序,2,华严经
44132,銛,2,华严经
44133,涧,2,华严经
44134,凶,2,华严经
44135,基,2,华严经
44136,保,2,华严经
44137,旃,2,华严经
44138,茵,2,华严经
44139,恬,2,华严经
44140,扣,2,华严经
44141,庵,2,华严经
44142,颊,2,华严经
44143,炉,2,华严经
44144,辰,2,华严经
44145,拯,2,华严经
44146,泗,2,华严经
44147,浑,2,华严经
44148,虐,2,华严经
44149,埤,2,华严经
44150,霓,2,华严经
44151,冷,2,华严经
44152,垽,2,华严经
44153,暇,2,华严经
44154,栋,2,华严经
44155,拟,2,华严经
44156,红,2,华严经
44157,缭,2,华严经
44158,煎,2,华严经
44159,杨,2,华严经
44160,托,2,华严经
44161,曀,2,华严经
44162,圃,2,华严经
44163,选,2,华严经
44164,惮,2,华严经
44165,俨,2,华严经
44166,酪,2,华严经
44167,譣,2,华严经
44168,巾,2,华严经
44169,输,2,华严经
44170,贮,2,华严经
44171,缋,2,华严经
44172,坎,2,华严经
44173,羁,2,华严经
44174,鞅,2,华严经
44175,膳,2,华严经
44176,霈,2,华严经
44177,胞,2,华严经
44178,挑,2,华严经
44179,献,2,华严经
44180,朕,2,华严经
44181,谒,2,华严经
44182,图,2,华严经
44183,嫔,2,华严经
44184,瞩,2,华严经
44185,传,2,华严经
44186,晨,2,华严经
44187,填,2,华严经
44188,怿,2,华严经
44189,沫,2,华严经
44190,廛,2,华严经
44191,嘱,2,华严经
44192,灰,2,华严经
44193,萌,2,华严经
44194,贞,2,华严经
44195,朗,2,华严经
44196,俯,2,华严经
44197,萏,2,华严经
44198,匠,2,华严经
44199,挂,2,华严经
44200,涸,2,华严经
44201,姝,2,华严经
44202,痕,1,华严经
44203,齶,1,华严经
44204,社,1,华严经
44205,伎,1,华严经
44206,弛,1,华严经
44207,扆,1,华严经
44208,皎,1,华严经
44209,朋,1,华严经
44210,幼,1,华严经
44211,陷,1,华严经
44212,仞,1,华严经
44213,豺,1,华严经
44214,醒,1,华严经
44215,疆,1,华严经
44216,折,1,华严经
44217,泰,1,华严经
44218,沸,1,华严经
44219,覃,1,华严经
44220,茑,1,华严经
44221,史,1,华严经
44222,恪,1,华严经
44223,濯,1,华严经
44224,啗,1,华严经
44225,嚼,1,华严经
44226,阃,1,华严经
44227,俄,1,华严经
44228,閦,1,华严经
44229,燥,1,华严经
44230,祯,1,华严经
44231,慠,1,华严经
44232,翼,1,华严经
44233,橹,1,华严经
44234,捶,1,华严经
44235,皇,1,华严经
44236,藕,1,华严经
44237,峻,1,华严经
44238,蹙,1,华严经
44239,苫,1,华严经
44240,窭,1,华严经
44241,岛,1,华严经
44242,综,1,华严经
44243,樵,1,华严经
44244,琴,1,华严经
44245,骏,1,华严经
44246,褊,1,华严经
44247,皦,1,华严经
44248,捃,1,华严经
44249,咽,1,华严经
44250,釁,1,华严经
44251,朝,1,华严经
44252,漆,1,华严经
44253,乡,1,华严经
44254,粟,1,华严经
44255,愠,1,华严经
44256,诀,1,华严经
44257,跽,1,华严经
44258,倨,1,华严经
44259,完,1,华严经
44260,惓,1,华严经
44261,淡,1,华严经
44262,织,1,华严经
44263,确,1,华严经
44264,痊,1,华严经
44265,扰,1,华严经
44266,警,1,华严经
44267,哆,1,华严经
44268,阱,1,华严经
44269,矾,1,华严经
44270,泊,1,华严经
44271,蓊,1,华严经
44272,嘘,1,华严经
44273,伫,1,华严经
44274,瞖,1,华严经
44275,控,1,华严经
44276,耗,1,华严经
44277,丹,1,华严经
44278,巘,1,华严经
44279,混,1,华严经
44280,忖,1,华严经
44281,枆,1,华严经
44282,焦,1,华严经
44283,挹,1,华严经
44284,锯,1,华严经
44285,招,1,华严经
44286,蹲,1,华严经
44287,寡,1,华严经
44288,睫,1,华严经
44289,艰,1,华严经
44290,贾,1,华严经
44291,添,1,华严经
44292,院,1,华严经
44293,猫,1,华严经
44294,蹑,1,华严经
44295,揭,1,华严经
44296,粉,1,华严经
44297,杜,1,华严经
44298,晖,1,华严经
44299,醐,1,华严经
44300,舛,1,华严经
44301,燧,1,华严经
44302,骛,1,华严经
44303,税,1,华严经
44304,庭,1,华严经
44305,蕉,1,华严经
44306,候,1,华严经
44307,册,1,华严经
44308,把,1,华严经
44309,壤,1,华严经
44310,杌,1,华严经
44311,囹,1,华严经
44312,卉,1,华严经
44313,洫,1,华严经
44314,俭,1,华严经
44315,馔,1,华严经
44316,皱,1,华严经
44317,觎,1,华严经
44318,哑,1,华严经
44319,榻,1,华严经
44320,罽,1,华严经
44321,罢,1,华严经
44322,痈,1,华严经
44323,犍,1,华严经
44324,虔,1,华严经
44325,泡,1,华严经
44326,镊,1,华严经
44327,的,1,华严经
44328,癫,1,华严经
44329,紫,1,华严经
44330,侘,1,华严经
44331,店,1,华严经
44332,呵,1,华严经
44333,整,1,华严经
44334,邃,1,华严经
44335,牒,1,华严经
44336,吾,1,华严经
44337,劲,1,华严经
44338,哽,1,华严经
44339,蝇,1,华严经
44340,縒,1,华严经
44341,颦,1,华严经
44342,戌,1,华严经
44343,抱,1,华严经
44344,猎,1,华严经
44345,犗,1,华严经
44346,媒,1,华严经
44347,毙,1,华严经
44348,蔑,1,华严经
44349,疣,1,华严经
44350,括,1,华严经
44351,柂,1,华严经
44352,裙,1,华严经
44353,骸,1,华严经
44354,溥,1,华严经
44355,渟,1,华严经
44356,黠,1,华严经
44357,酉,1,华严经
44358,纪,1,华严经
44359,傅,1,华严经
44360,冲,1,华严经
44361,鞠,1,华严经
44362,朱,1,华严经
44363,咀,1,华严经
44364,碛,1,华严经
44365,诅,1,华严经
44366,罕,1,华严经
44367,寞,1,华严经
44368,翊,1,华严经
44369,抑,1,华严经
44370,瞙,1,华严经
44371,郭,1,华严经
44372,楔,1,华严经
44373,搥,1,华严经
44374,域,1,华严经
44375,篌,1,华严经
44376,屑,1,华严经
44377,挟,1,华严经
44378,攫,1,华严经
44379,囗,1,华严经
44380,僻,1,华严经
44381,饵,1,华严经
44382,辔,1,华严经
44383,讵,1,华严经
44384,粪,1,华严经
44385,敛,1,华严经
44386,岳,1,华严经
44387,霜,1,华严经
44388,途,1,华严经
44389,乍,1,华严经
44390,秤,1,华严经
44391,驶,1,华严经
44392,弼,1,华严经
44393,茕,1,华严经
44394,颗,1,华严经
44395,榜,1,华严经
44396,肌,1,华严经
44397,仅,1,华严经
44398,叙,1,华严经
44399,豚,1,华严经
44400,霪,1,华严经
44401,椰,1,华严经
44402,景,1,华严经
44403,翮,1,华严经
44404,崚,1,华严经
44405,绚,1,华严经
44406,膑,1,华严经
44407,叨,1,华严经
44408,蔗,1,华严经
44409,莅,1,华严经
44410,雉,1,华严经
44411,斜,1,华严经
44412,牧,1,华严经
44413,m,1,华严经
44414,旱,1,华严经
44415,攘,1,华严经
44416,厕,1,华严经
44417,州,1,华严经
44418,摽,1,华严经
44419,贸,1,华严经
44420,脑,1,华严经
44421,啭,1,华严经
44422,澒,1,华严经
44423,皴,1,华严经
44424,幄,1,华严经
44425,耐,1,华严经
44426,奸,1,华严经
44427,萎,1,华严经
44428,欬,1,华严经
44429,爽,1,华严经
44430,挞,1,华严经
44431,尺,1,华严经
44432,珀,1,华严经
44433,争,1,华严经
44434,缤,1,华严经
44435,京,1,华严经
44436,澜,1,华严经
44437,嗣,1,华严经
44438,谕,1,华严经
44439,排,1,华严经
44440,踰,1,华严经
44441,雀,1,华严经
44442,憩,1,华严经
44443,萝,1,华严经
44444,疱,1,华严经
44445,矣,1,华严经
44446,估,1,华严经
44447,沽,1,华严经
44448,欤,1,华严经
44449,腰,1,华严经
44450,吠,1,华严经
44451,狐,1,华严经
44452,妒,1,华严经
44453,蹄,1,华严经
44454,憺,1,华严经
44455,操,1,华严经
44456,蹬,1,华严经
44457,项,1,华严经
44458,凫,1,华严经
44459,块,1,华严经
44460,唼,1,华严经
44461,睟,1,华严经
44462,醍,1,华严经
44463,胥,1,华严经
44464,鴈,1,华严经
44465,丝,1,华严经
44466,裹,1,华严经
44467,荒,1,华严经
44468,缅,1,华严经
44469,漠,1,华严经
44470,肇,1,华严经
44471,弈,1,华严经
44472,慞,1,华严经
44473,箜,1,华严经
44474,纷,1,华严经
44475,栗,1,华严经
44476,辄,1,华严经
44477,颁,1,华严经
44478,煮,1,华严经
44479,孟,1,华严经
44480,斋,1,华严经
44481,穴,1,华严经
44482,诛,1,华严经
44483,粱,1,华严经
44484,曷,1,华严经
44485,袨,1,华严经
44486,斧,1,华严经
44487,纸,1,华严经
44488,扞,1,华严经
44489,馁,1,华严经
44490,宰,1,华严经
44491,编,1,华严经
44492,剖,1,华严经
44493,芦,1,华严经
44494,拂,1,华严经
44495,堵,1,华严经
44496,措,1,华严经
44497,罔,1,华严经
44498,蚋,1,华严经
44499,庚,1,华严经
44500,揽,1,华严经
44501,汲,1,华严经
44502,慑,1,华严经
44503,旁,1,华严经
44504,晷,1,华严经
44505,粳,1,华严经
44506,恤,1,华严经
44507,辖,1,华严经
44508,瘢,1,华严经
44509,狸,1,华严经
44510,悴,1,华严经
44511,奁,1,华严经
44512,氎,1,华严经
44513,焉,1,华严经
44514,镬,1,华严经
44515,缓,1,华严经
44516,鋋,1,华严经
44517,笞,1,华严经
44518,嗥,1,华严经
44519,賝,1,华严经
44520,撤,1,华严经
44521,妨,1,华严经
44522,枪,1,华严经
44523,凿,1,华严经
44524,晡,1,华严经
44525,粤,1,华严经
44526,戈,1,华严经
44527,戊,1,华严经
44528,摈,1,华严经
44529,踞,1,华严经
44530,揵,1,华严经
44531,米,1,华严经
44532,架,1,华严经
44533,钳,1,华严经
44534,仓,1,华严经
44535,亮,1,华严经
44536,晏,1,华严经
44537,蚁,1,华严经
44538,帅,1,华严经
44539,碪,1,华严经
44540,傲,1,华严经
44541,拾,1,华严经
44542,耕,1,华严经
44543,硬,1,华严经
44544,怕,1,华严经
44545,馑,1,华严经
44546,掷,1,华严经
44547,祜,1,华严经
44548,琥,1,华严经
44549,纩,1,华严经
44550,疫,1,华严经
44551,陈,1,华严经
44552,鬻,1,华严经
44553,迈,1,华严经
44554,烂,1,华严经
44555,褰,1,华严经
44556,徽,1,华严经
44557,肃,1,华严经
44558,祚,1,华严经
44559,函,1,华严经
44560,擐,1,华严经
44561,寄,1,华严经
44562,喉,1,华严经
44563,替,1,华严经
44564,题,1,华严经
44565,铢,1,华严经
44566,闹,1,华严经
44567,溉,1,华严经
44568,盥,1,华严经
44569,赐,1,华严经
44570,躯,1,华严经
44571,糜,1,华严经
44572,钿,1,华严经
44573,镇,1,华严经
44574,苇,1,华严经
44575,扪,1,华严经
44576,漉,1,华严经
44577,翘,1,华严经
44578,纶,1,华严经
44579,惸,1,华严经
44580,锡,1,华严经
44581,摸,1,华严经
44582,壑,1,华严经
44583,聩,1,华严经
44584,亥,1,华严经
44585,骇,1,华严经
44586,呾,1,华严经
44587,午,1,华严经
44588,赦,1,华严经
44589,圄,1,华严经
44590,谋,1,华严经
44591,l,1,华严经
44592,苛,1,华严经
44593,赈,1,华严经
44594,航,1,华严经
44595,疵,1,华严经
44596,晋,1,华严经
44597,邦,1,华严经
44598,萦,1,华严经
44599,哭,1,华严经
44600,捕,1,华严经
44601,孩,1,华严经
44602,趾,1,华严经
44603,伟,1,华严经
44604,朽,1,华严经
44605,楫,1,华严经
44606,宛,1,华严经
44607,愤,1,华严经
44608,冻,1,华严经
44609,诠,1,华严经
44610,宵,1,华严经
44611,芭,1,华严经
44612,噎,1,华严经
44613,芒,1,华严经
44614,馨,1,华严经
44615,涝,1,华严经
44616,挝,1,华严经
44617,戾,1,华严经
44618,株,1,华严经
44619,蓬,1,华严经
44620,坌,1,华严经
44621,痰,1,华严经
44622,削,1,华严经
44623,虻,1,华严经
44624,亘,1,华严经
44625,绪,1,华严经
44626,闱,1,华严经
44627,嚚,1,华严经
44628,旦,1,华严经
44629,迩,1,华严经
44630,棒,1,华严经
44631,占,1,华严经
44632,殒,1,华严经
44633,召,1,华严经
44634,享,1,华严经
44635,菩,201,金刚般若波罗蜜经
44636,提,166,金刚般若波罗蜜经
44637,是,164,金刚般若波罗蜜经
44638,如,151,金刚般若波罗蜜经
44639,须,143,金刚般若波罗蜜经
44640,不,116,金刚般若波罗蜜经
44641,来,101,金刚般若波罗蜜经
44642,人,95,金刚般若波罗蜜经
44643,有,94,金刚般若波罗蜜经
44644,以,90,金刚般若波罗蜜经
44645,何,87,金刚般若波罗蜜经
44646,说,85,金刚般若波罗蜜经
44647,相,84,金刚般若波罗蜜经
44648,世,83,金刚般若波罗蜜经
44649,无,80,金刚般若波罗蜜经
44650,若,78,金刚般若波罗蜜经
44651,佛,76,金刚般若波罗蜜经
44652,三,76,金刚般若波罗蜜经
44653,法,73,金刚般若波罗蜜经
44654,所,70,金刚般若波罗蜜经
44655,者,69,金刚般若波罗蜜经
44656,于,66,金刚般若波罗蜜经
44657,生,65,金刚般若波罗蜜经
44658,我,64,金刚般若波罗蜜经
44659,故,59,金刚般若波罗蜜经
44660,得,55,金刚般若波罗蜜经
44661,众,54,金刚般若波罗蜜经
44662,尊,53,金刚般若波罗蜜经
44663,罗,53,金刚般若波罗蜜经
44664,多,48,金刚般若波罗蜜经
44665,阿,48,金刚般若波罗蜜经
44666,为,47,金刚般若波罗蜜经
44667,非,46,金刚般若波罗蜜经
44668,名,44,金刚般若波罗蜜经
44669,一,43,金刚般若波罗蜜经
44670,言,42,金刚般若波罗蜜经
44671,善,38,金刚般若波罗蜜经
44672,见,38,金刚般若波罗蜜经
44673,心,38,金刚般若波罗蜜经
44674,萨,37,金刚般若波罗蜜经
44675,云,37,金刚般若波罗蜜经
44676,则,34,金刚般若波罗蜜经
44677,诸,33,金刚般若波罗蜜经
44678,应,32,金刚般若波罗蜜经
44679,意,30,金刚般若波罗蜜经
44680,藐,29,金刚般若波罗蜜经
44681,耨,29,金刚般若波罗蜜经
44682,经,28,金刚般若波罗蜜经
44683,可,27,金刚般若波罗蜜经
44684,德,26,金刚般若波罗蜜经
44685,福,26,金刚般若波罗蜜经
44686,作,25,金刚般若波罗蜜经
44687,实,25,金刚般若波罗蜜经
44688,身,23,金刚般若波罗蜜经
44689,此,23,金刚般若波罗蜜经
44690,切,22,金刚般若波罗蜜经
44691,持,22,金刚般若波罗蜜经
44692,受,21,金刚般若波罗蜜经
44693,施,21,金刚般若波罗蜜经
44694,布,21,金刚般若波罗蜜经
44695,住,21,金刚般若波罗蜜经
44696,千,20,金刚般若波罗蜜经
44697,当,20,金刚般若波罗蜜经
44698,即,20,金刚般若波罗蜜经
44699,寿,20,金刚般若波罗蜜经
44700,念,20,金刚般若波罗蜜经
44701,等,19,金刚般若波罗蜜经
44702,大,19,金刚般若波罗蜜经
44703,而,18,金刚般若波罗蜜经
44704,界,16,金刚般若波罗蜜经
44705,其,15,金刚般若波罗蜜经
44706,沙,15,金刚般若波罗蜜经
44707,河,14,金刚般若波罗蜜经
44708,量,14,金刚般若波罗蜜经
44709,解,14,金刚般若波罗蜜经
44710,色,14,金刚般若波罗蜜经
44711,复,14,金刚般若波罗蜜经
44712,知,14,金刚般若波罗蜜经
44713,闻,14,金刚般若波罗蜜经
44714,恒,14,金刚般若波罗蜜经
44715,能,14,金刚般若波罗蜜经
44716,子,14,金刚般若波罗蜜经
44717,足,14,金刚般若波罗蜜经
44718,中,13,金刚般若波罗蜜经
44719,皆,13,金刚般若波罗蜜经
44720,具,13,金刚般若波罗蜜经
44721,女,13,金刚般若波罗蜜经
44722,也,13,金刚般若波罗蜜经
44723,男,13,金刚般若波罗蜜经
44724,汝,12,金刚般若波罗蜜经
44725,蜜,12,金刚般若波罗蜜经
44726,波,12,金刚般若波罗蜜经
44727,发,12,金刚般若波罗蜜经
44728,甚,11,金刚般若波罗蜜经
44729,微,11,金刚般若波罗蜜经
44730,灭,11,金刚般若波罗蜜经
44731,至,11,金刚般若波罗蜜经
44732,尘,11,金刚般若波罗蜜经
44733,眼,11,金刚般若波罗蜜经
44734,信,11,金刚般若波罗蜜经
44735,时,11,金刚般若波罗蜜经
44736,白,10,金刚般若波罗蜜经
44737,义,10,金刚般若波罗蜜经
44738,尔,10,金刚般若波罗蜜经
44739,度,10,金刚般若波罗蜜经
44740,乃,10,金刚般若波罗蜜经
44741,告,10,金刚般若波罗蜜经
44742,二,10,金刚般若波罗蜜经
44743,读,10,金刚般若波罗蜜经
44744,诵,10,金刚般若波罗蜜经
44745,第,9,金刚般若波罗蜜经
44746,十,9,金刚般若波罗蜜经
44747,百,9,金刚般若波罗蜜经
44748,句,9,金刚般若波罗蜜经
44749,之,9,金刚般若波罗蜜经
44750,著,9,金刚般若波罗蜜经
44751,四,9,金刚般若波罗蜜经
44752,严,8,金刚般若波罗蜜经
44753,庄,8,金刚般若波罗蜜经
44754,汉,8,金刚般若波罗蜜经
44755,亦,8,金刚般若波罗蜜经
44756,在,8,金刚般若波罗蜜经
44757,行,8,金刚般若波罗蜜经
44758,陀,8,金刚般若波罗蜜经
44759,悉,8,金刚般若波罗蜜经
44760,功,8,金刚般若波罗蜜经
44761,然,8,金刚般若波罗蜜经
44762,思,8,金刚般若波罗蜜经
44763,含,8,金刚般若波罗蜜经
44764,数,7,金刚般若波罗蜜经
44765,灯,7,金刚般若波罗蜜经
44766,处,7,金刚般若波罗蜜经
44767,那,7,金刚般若波罗蜜经
44768,偈,7,金刚般若波罗蜜经
44769,分,7,金刚般若波罗蜜经
44770,取,7,金刚般若波罗蜜经
44771,希,6,金刚般若波罗蜜经
44772,合,6,金刚般若波罗蜜经
44773,入,6,金刚般若波罗蜜经
44774,及,6,金刚般若波罗蜜经
44775,般,6,金刚般若波罗蜜经
44776,后,6,金刚般若波罗蜜经
44777,凡,6,金刚般若波罗蜜经
44778,天,6,金刚般若波罗蜜经
44779,用,6,金刚般若波罗蜜经
44780,宝,6,金刚般若波罗蜜经
44781,七,6,金刚般若波罗蜜经
44782,满,5,金刚般若波罗蜜经
44783,忍,5,金刚般若波罗蜜经
44784,声,5,金刚般若波罗蜜经
44785,土,5,金刚般若波罗蜜经
44786,夫,5,金刚般若波罗蜜经
44787,胜,5,金刚般若波罗蜜经
44788,香,5,金刚般若波罗蜜经
44789,语,5,金刚般若波罗蜜经
44790,虚,5,金刚般若波罗蜜经
44791,修,5,金刚般若波罗蜜经
44792,慧,5,金刚般若波罗蜜经
44793,莫,5,金刚般若波罗蜜经
44794,已,5,金刚般若波罗蜜经
44795,五,5,金刚般若波罗蜜经
44796,次,5,金刚般若波罗蜜经
44797,去,5,金刚般若波罗蜜经
44798,道,5,金刚般若波罗蜜经
44799,观,5,金刚般若波罗蜜经
44800,成,5,金刚般若波罗蜜经
44801,他,5,金刚般若波罗蜜经
44802,种,5,金刚般若波罗蜜经
44803,万,5,金刚般若波罗蜜经
44804,宁,4,金刚般若波罗蜜经
44805,日,4,金刚般若波罗蜜经
44806,斯,4,金刚般若波罗蜜经
44807,比,4,金刚般若波罗蜜经
44808,从,4,金刚般若波罗蜜经
44809,降,4,金刚般若波罗蜜经
44810,辱,4,金刚般若波罗蜜经
44811,洹,4,金刚般若波罗蜜经
44812,王,4,金刚般若波罗蜜经
44813,昔,4,金刚般若波罗蜜经
44814,况,4,金刚般若波罗蜜经
44815,供,4,金刚般若波罗蜜经
44816,长,4,金刚般若波罗蜜经
44817,味,4,金刚般若波罗蜜经
44818,议,4,金刚般若波罗蜜经
44819,过,4,金刚般若波罗蜜经
44820,今,4,金刚般若波罗蜜经
44821,果,4,金刚般若波罗蜜经
44822,前,4,金刚般若波罗蜜经
44823,譬,4,金刚般若波罗蜜经
44824,就,4,金刚般若波罗蜜经
44825,离,4,金刚般若波罗蜜经
44826,伏,4,金刚般若波罗蜜经
44827,养,4,金刚般若波罗蜜经
44828,想,4,金刚般若波罗蜜经
44829,丘,4,金刚般若波罗蜜经
44830,亿,4,金刚般若波罗蜜经
44831,谓,4,金刚般若波罗蜜经
44832,乐,4,金刚般若波罗蜜经
44833,边,4,金刚般若波罗蜜经
44834,典,4,金刚般若波罗蜜经
44835,彼,4,金刚般若波罗蜜经
44836,触,4,金刚般若波罗蜜经
44837,上,3,金刚般若波罗蜜经
44838,祇,3,金刚般若波罗蜜经
44839,最,3,金刚般若波罗蜜经
44840,净,3,金刚般若波罗蜜经
44841,间,3,金刚般若波罗蜜经
44842,空,3,金刚般若波罗蜜经
44843,往,3,金刚般若波罗蜜经
44844,欲,3,金刚般若波罗蜜经
